,고객번호,성별,연령대,거주지역,14년 상반기 구매총액,14년 하반기 구매총액,15년 상반기 구매총액,15년 하반기 구매총액,14년도총구매액,15년도총구매액,식품_1,식품_2,식품_3,식품_4,생활_1,생활_2,생활_3,생활_4,잡화_1,잡화_2,잡화_3,잡화_4,화장품_1,화장품_2,화장품_3,화장품_4,시설_1,시설_2,시설_3,시설_4,문화_1,문화_2,문화_3,문화_4,의류_1,의류_2,의류_3,의류_4,가구_1,가구_2,가구_3,가구_4,아동_1,아동_2,아동_3,아동_4,스포츠_레저_1,스포츠_레저_2,스포츠_레저_3,스포츠_레저_4,악세사리_1,악세사리_2,악세사리_3,악세사리_4,전자제품_1,전자제품_2,전자제품_3,전자제품_4
7462,4586,F,45세~49세,49.0,10516260,5429800,8777586,7923300,15946060,16700886,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
7463,18785,F,45세~49세,100.0,83513880,72359672,65038796,32636140,155873552,97674936,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,0.0,2.0,0.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,2.0,3.0,1.0,3.0
7464,7726,F,40세~44세,610.0,48791394,32385662,48295410,19443528,81177056,67738938,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,4.0,0.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,0.0,2.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,0.0,4.0,0.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,3.0,4.0,4.0,2.0,4.0,0.0,1.0,0.0
7465,10971,F,40세~44세,72.0,31736404,30794280,30215958,26868568,62530684,57084526,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,0.0
7466,2628,F,50세~54세,100.0,6065144,6121922,6592958,5434694,12187066,12027652,2.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
7467,11745,F,45세~49세,100.0,52399934,57518598,49014046,24277016,109918532,73291062,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0
7468,14992,F,45세~49세,47.0,58476490,30911946,32621904,26007342,89388436,58629246,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0
7469,12328,F,40세~44세,55.0,18419134,25094242,22697796,16822596,43513376,39520392,1.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,2.0,0.0,2.0,3.0
7470,8713,F,35세~39세,100.0,9060254,10782392,11262670,9897920,19842646,21160590,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7471,10830,F,45세~49세,55.0,11806458,9896064,9203716,9238386,21702522,18442102,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,2.0
7472,2078,F,50세~54세,16.0,18312202,8976230,7836072,2919154,27288432,10755226,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,0.0,3.0,2.0,0.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
7473,6396,F,40세~44세,610.0,5962378,5564498,7632246,5252328,11526876,12884574,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
7474,17222,F,55세~59세,100.0,28644348,17353996,30141174,13021346,45998344,43162520,1.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,4.0,0.0,0.0,4.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0
7475,687,F,60세이상,65.0,13372242,8747894,17799372,13301692,22120136,31101064,4.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0,4.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,0.0
7476,14935,F,40세~44세,210.0,8563114,6489616,7857482,6753504,15052730,14610986,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
7477,542,F,60세이상,100.0,4696506,13775438,7386462,5233394,18471944,12619856,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0
7478,4749,F,45세~49세,100.0,14109100,28131222,13053238,15857108,42240322,28910346,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,0.0,4.0,0.0,0.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0
7479,6050,F,40세~44세,100.0,12563026,8010244,14780690,11085156,20573270,25865846,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0
7480,1509,F,55세~59세,460.0,11809408,9750122,11835620,9966034,21559530,21801654,3.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0
7481,18835,M,40세~44세,100.0,7456568,4455248,4164614,3554940,11911816,7719554,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7482,19086,M,30세~34세,540.0,7934940,3569866,8038406,2027040,11504806,10065446,3.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
7483,19103,M,50세~54세,460.0,20037004,11257586,7613260,7410008,31294590,15023268,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0
7484,19170,M,19세이하,100.0,2661228,2885170,1672092,1004290,5546398,2676382,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7485,19344,M,25세~29세,100.0,1262500,2219028,3841308,527338,3481528,4368646,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
7486,240,M,60세이상,100.0,21184278,7199866,3121050,10132748,28384144,13253798,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
7487,253,M,60세이상,100.0,58952286,29861326,21030672,47211446,88813612,68242118,1.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,0.0,3.0,0.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,0.0,0.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0
7488,975,M,55세~59세,360.0,13354434,21251850,18214292,9325200,34606284,27539492,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0
7489,1153,M,55세~59세,210.0,13072066,15631504,8076360,3136658,28703570,11213018,1.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0
7490,1902,M,50세~54세,60.0,15369434,9896340,9038960,10951560,25265774,19990520,4.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
7491,2639,M,50세~54세,60.0,23312540,10323058,12606554,15999112,33635598,28605666,3.0,3.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,4.0,4.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0
7492,2669,M,50세~54세,360.0,10939598,7866934,5875440,7351624,18806532,13227064,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0
7493,2780,M,50세~54세,460.0,6861602,3260602,5024974,5366706,10122204,10391680,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7494,3014,M,50세~54세,45.0,22005108,18698622,11556564,13786598,40703730,25343162,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,2.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0
7495,4090,M,45세~49세,500.0,45105392,24151468,15647262,15017768,69256860,30665030,2.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,4.0,4.0,3.0,0.0,3.0,2.0,0.0,4.0,4.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,2.0,2.0,4.0,0.0,0.0,3.0,2.0
7496,5423,M,45세~49세,210.0,7338932,7390834,8263736,5498660,14729766,13762396,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7497,5802,M,40세~44세,100.0,5839774,6502712,7344424,6374452,12342486,13718876,3.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
7498,6810,M,40세~44세,210.0,8737788,7964862,8014414,8325434,16702650,16339848,2.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7499,6993,M,40세~44세,100.0,6654514,4610274,5630162,5644724,11264788,11274886,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
7500,7073,M,40세~44세,100.0,18983666,9350486,9426806,18512998,28334152,27939804,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,2.0,1.0,0.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,4.0
7501,7629,M,40세~44세,100.0,5646544,6951196,6056050,5645496,12597740,11701546,3.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0
7502,7884,M,35세~39세,100.0,29580952,29861622,20223604,13301464,59442574,33525068,1.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,0.0,4.0,0.0,4.0,4.0,4.0,3.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,0.0
7503,8193,M,35세~39세,240.0,47789634,25942548,32433664,19377438,73732182,51811102,4.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,4.0,1.0,0.0,1.0,3.0
7504,8816,M,35세~39세,100.0,21498056,26420314,42578248,9809594,47918370,52387842,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,0.0,1.0,0.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0
7505,8899,M,35세~39세,100.0,9303680,6912974,6583354,6287594,16216654,12870948,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
7506,10580,M,30세~34세,500.0,16117710,11190870,18636740,14637820,27308580,33274560,4.0,4.0,4.0,4.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,4.0,4.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
7507,12712,F,45세~49세,100.0,8789818,4733792,8741584,6935380,13523610,15676964,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
7508,1909,F,50세~54세,100.0,56808844,21035220,44644524,24548802,77844064,69193326,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,4.0,2.0,4.0,3.0,1.0,3.0,0.0,0.0
7509,11006,F,50세~54세,72.0,11163702,7124786,6404082,6409250,18288488,12813332,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7510,17215,F,55세~59세,410.0,8599190,9233886,6039412,7637778,17833076,13677190,3.0,3.0,3.0,3.0,1.0,4.0,2.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,3.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7511,14695,F,35세~39세,100.0,8716662,8107000,8379906,6249176,16823662,14629082,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
7512,17330,F,45세~49세,460.0,17125474,30037800,30354964,18016338,47163274,48371302,4.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,4.0,4.0
7513,13650,F,55세~59세,55.0,15667274,9753012,9465370,7199532,25420286,16664902,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0
7514,9473,F,30세~34세,16.0,12363400,18509332,49823518,7671120,30872732,57494638,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0
7515,4619,F,45세~49세,460.0,4044456,3355754,3371726,4448110,7400210,7819836,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7516,1449,F,55세~59세,460.0,67284784,41947514,24362464,38997242,109232298,63359706,1.0,1.0,1.0,1.0,3.0,0.0,3.0,4.0,0.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
7517,10926,F,40세~44세,100.0,26201226,32961508,29612300,19087002,59162734,48699302,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,0.0,3.0,0.0,2.0
7518,14644,F,40세~44세,410.0,5651792,5842850,1495146,2720430,11494642,4215576,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7519,8556,F,35세~39세,100.0,13257462,6652532,9757246,9105328,19909994,18862574,1.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,4.0,3.0,3.0,0.0,0.0,0.0
